t,Accel_Longitudinal[g],GPSVehicleSpeed[km/h],AccPedPos,EngineSpeed,EnToq,GearPos
725.0823914,0.090588414,23.69301108,19.6953125,1710.720133,59.86763482,2
725.1323914,0.072213413,23.81050892,19.6953125,1717.472624,59,2
725.1823914,0.071301829,23.92160847,19.6953125,1725.344397,59,2
725.2323914,0.085875,23.99229232,19.6953125,1731.327626,59,2
725.2823914,0.073276074,24.07665523,19.6953125,1738.275091,59,2
725.3323914,0.075798183,24.18178974,19.6953125,1743.664435,59,2
725.3823914,0.065298171,24.2628265,19.6953125,1751.883665,59,2
725.4323914,0.056676829,24.36777957,19.6953125,1760.977122,58.51054688,2
725.4823914,0.069835368,24.52945387,19.6953125,1771.166667,58,2
725.5323914,0.068226381,24.61656726,19.6953125,1777.17235,58,2
725.5823914,0.070634758,24.69127608,19.6953125,1783.924627,58,2
725.6323914,0.059612194,24.77541625,19.6953125,1790.242227,58,2
725.6823914,0.071999997,24.88745413,19.6953125,1798.210699,57.93318777,2
725.7323914,0.079993902,24.98971123,19.6953125,1804.737455,57,2
725.7823914,0.068747854,25.07460962,19.6953125,1812.382258,57,2
725.8323914,0.050165853,25.16216596,19.6953125,1820.272581,57,2
725.8823914,0.066528221,25.27539646,19.6953125,1829.907011,57,2
725.9323914,0.066942684,25.38791619,19.6953125,1836.211234,57,2
725.9823914,0.075493868,25.49434116,19.6953125,1841.938841,57,2
726.0323914,0.081281096,25.5675261,19.6953125,1845.652444,57,2
726.0823914,0.057771779,25.66243134,19.6953125,1853.805769,56.17136753,2
726.1323914,0.077693295,25.78647734,19.6953125,1861.088627,56,2
726.1823914,0.076385974,25.84521108,19.6953125,1873.433214,56,2
726.2323914,0.067286585,25.91318355,19.6953125,1880.428251,56,2
726.2823914,0.066793292,26.00730423,19.6953125,1884.612332,56,2
726.3323914,0.079835365,26.108336,19.6953125,1890.232252,56,2
726.3823914,0.069562803,26.21536372,19.6953125,1897.142152,56,2
726.4323914,0.067402441,26.34556525,19.6953125,1906.141667,56,2
726.4823914,0.067375002,26.44204733,19.6953125,1915.396679,56,2
726.5323914,0.085237807,26.51201702,19.6953125,1920.699336,55.21814158,2
726.5823914,0.070757926,26.58201964,19.6953125,1925.249194,55.16249999,2
726.6323914,0.064612196,26.68872852,19.6953125,1928.466065,55.52068966,2
726.6823914,0.04917622,26.79703016,19.6953125,1938.228864,55,2
726.7323914,0.056009145,26.89078171,19.6953125,1945.641529,55,2
726.7823914,0.058528836,26.98353088,19.6953125,1955.926336,55,2
726.8323914,0.055438415,27.13199865,19.6953125,1962.817447,55,2
726.8823914,0.060899395,27.26940407,19.6953125,1965.85881,55,2
726.9323914,0.072215854,27.32375402,19.6953125,1972.27588,55,2
726.9823914,0.077323173,27.33981812,19.6953125,1979.996753,55,2
727.0323914,0.059793292,27.40459205,19.6953125,1985.767056,54,2
727.0823914,0.057821339,27.53695999,19.6953125,1995.226268,54,2
727.1323914,0.065228661,27.64351794,19.6953125,2002.342469,54,2
727.1823914,0.065435366,27.72307576,19.6953125,2006.327155,54,2
727.2323914,0.076893941,27.79439378,19.6953125,2010.5,54,2
727.2823914,0.060109145,27.85089325,19.6953125,2016.409545,54,2
727.3323914,0.063019513,27.93413609,19.6953125,2021.382353,53,2
727.3823914,0.066621342,28.02025127,19.6953125,2032.197159,53.60833335,2
727.4323914,0.067009756,28.11994212,19.6953125,2040.213948,53,2
727.4823914,0.073124999,28.21699123,19.6953125,2043.831498,53,2
727.5323914,0.065842594,28.3212243,19.6953125,2049,53,2
727.5823914,0.055731904,28.42099958,19.6953125,2054.109307,53,2
727.6323914,0.063648781,28.53634971,19.6953125,2059.310274,52,2
727.6823914,0.068000004,28.61765237,19.6953125,2069.155851,53,2
727.7323914,0.058786584,28.70904074,19.6953125,2075.771825,53,2
727.7823914,0.06344939,28.80208183,19.6953125,2080.286481,52,2
727.8323914,0.056454877,28.88185918,19.6953125,2086.393662,52,2
727.8823914,0.050563414,28.95715662,19.6953125,2092.748491,52,2
727.9323914,0.063687197,29.02009048,19.6953125,2101.306485,52,2
727.9823914,0.058220859,29.06182858,19.6953125,2108.312734,52,2
728.0323914,0.050339024,29.14547957,19.6953125,2114.100901,52,2
728.0823914,0.065531707,29.25446887,19.6953125,2118.851681,52,2
728.1323914,0.086918294,29.34770083,19.6953125,2124.5,52,2
728.1823914,0.074245453,29.45781404,19.6953125,2131.153044,52,2
728.2323914,0.048673781,29.50093262,19.6953125,2135.215754,52,2
728.2823914,0.061999999,29.5378387,19.6953125,2143.532649,51.60772059,2
728.3323914,0.084828658,29.63037891,19.6953125,2150.288106,51,2
728.3823914,0.044374847,29.72238901,19.6953125,2155.935684,51,2
728.4323914,0.054456099,29.80426975,19.6953125,2159.950362,51,2
728.4823914,0.047375001,29.88254711,19.6953125,2166.857143,51,2
728.5323914,0.062234355,30.00299268,19.6953125,2169.688532,51,2
728.5823914,0.053920731,30.11704315,19.6953125,2175.931295,51,2
728.6323914,0.059909756,30.14671376,19.6953125,2183.406757,51,2
728.6823914,0.06840675,30.19633837,19.6953125,2188.596188,51,2
728.7323914,0.053567075,30.25113838,19.6953125,2194.417266,51,2
728.7823914,0.055076688,30.3255376,19.6953125,2200.200676,51,2
728.8323914,0.078009145,30.45715954,19.6953125,2203.205046,50,2
728.8823914,0.050596951,30.56815655,19.6953125,2207.713396,50,2
728.9323914,0.070489632,30.62345522,19.6953125,2213.203178,51,2
728.9823914,0.047590362,30.73476389,19.6953125,2222.301907,50,2
729.0323914,0.046795122,30.83712218,19.6953125,2229.644343,50,2
729.0823914,0.062748781,30.90948087,19.6953125,2234.124681,50,2
729.1323914,0.065568678,30.9712837,19.6953125,2236.720313,50,2
729.1823914,0.059128223,30.98535368,19.6953125,2242.921555,50,2
729.2323914,0.068604295,31.05064034,19.6953125,2248.711538,50,2
729.2823914,0.056367074,31.17800947,19.6953125,2255.662611,50,2
729.3323914,0.058313332,31.25894011,19.6953125,2261.719681,50,2
729.3823914,0.05840122,31.32393609,19.6953125,2267.786596,50,2
729.4323914,0.059233535,31.37400764,19.546875,2272.565899,50,2
729.4823914,0.052067074,31.45815648,19.21180434,2276.837838,49.60861423,2
729.5323914,0.05422317,31.51027736,18.59378551,2283.593722,47.22930232,2
729.5823914,0.05622378,31.5111093,16.86262661,2284.707826,44.82695647,2
729.6323914,0.048596364,31.55036711,10.86873054,2286.707593,37.42189783,2
729.6823914,0.039824692,31.6436752,0,2285.393396,31.80841588,2
729.7323914,0.036195122,31.70827174,0,2284,26.98564589,2
729.7823914,0.017895598,31.67374635,0,2281.45054,19.75137935,2
729.8323914,0.019374391,31.71384066,0,2274.778664,13.40603451,2
729.8823914,0.00564878,31.72481634,0,2280.66278,8.797479026,2
729.9323914,-0.021110428,31.73745911,0,2288.382394,-6.267944333,2
729.9823914,-0.034707317,31.7007428,0,2285.991453,-10,2
730.0323914,-0.019747239,31.67026898,0,2281.274561,-5.904824556,2
730.0823914,-0.007845062,31.6437322,0,2274.079298,-2.804861156,2
730.1323914,-0.018954269,31.60189,0,2261.49557,-5.802109692,2
730.1823914,-0.029174847,31.58049489,0,2254.5,1,2
730.2323914,-0.01367683,31.54171206,0,2254.5,-3.303921591,2
730.2823914,-0.021387117,31.47053664,0,2263.602093,-11,2
730.3323914,-0.022574545,31.40986756,0,2261.40771,-13.9996255,2
730.3823914,-0.027381098,31.35550996,0,2264.314591,-14,2
730.4323914,-0.018441463,31.26138301,0,2272.213462,-14,2
730.4823914,-0.002377301,31.18756472,0,2272.308628,-14,2
730.5323914,-0.002861963,31.14498333,0,2267.712057,-14,2
730.5823914,-0.033866256,31.09526906,0,2248.129621,-12.86730755,2
730.6323914,-0.024862805,31.05483513,0,2231.856338,-12,2
730.6823914,-0.027179269,30.99438522,0,2229.371111,-11.41115107,2
730.7323914,-0.023935584,30.8867848,0,2238.054585,-12,2
730.7823914,-0.033,30.80573162,0,2243.933864,-12.36779664,2
730.8323914,-0.027356098,30.75898145,0,2237.389173,-16,2
730.8823914,-0.010209146,30.71394226,0,2222.468691,-16,2
730.9323914,-0.017981708,30.64780385,0,2207.136449,-16,2
730.9823914,-0.034460122,30.57840537,0,2205.416367,-20,2
731.0323914,-0.034312196,30.49918027,0,2198.923256,-20,2
731.0823914,-0.03150491,30.42124517,0,2202.812821,-20,2
731.1323914,-0.039908536,30.36859877,0,2202.564947,-20,2
731.1823914,-0.016000001,30.29226675,0,2193.38312,-23.75022831,2
731.2323914,-0.017868903,30.19994439,0,2176.425,-23,2
731.2823914,-0.034621473,30.09595872,0,2165.942379,-23,2
731.3323914,-0.043122562,29.98199545,0,2165.074336,-23,2
731.3823914,-0.030078049,29.87138211,0,2167.295763,-23,2
731.4323914,-0.056642682,29.75780523,0,2164.846038,-23,2
731.4823914,-0.052951221,29.68571721,0,2154.943478,-23,2
731.5323914,-0.047565032,29.60626873,0,2145.420335,-23,2
731.5823914,-0.022612048,29.51029595,0,2135.146774,-23,1
731.6323914,-0.042433535,29.41503489,0,2153.209862,0.203398058,1
731.6823914,-0.024611657,29.3752653,0,2191.436463,28.14932126,1
731.7323914,-0.003253087,29.33667033,0,2280.373675,55.82867131,1
731.7823914,0.023201829,29.34492561,0,2353.358782,53,1
731.8323914,-0.006166872,29.337907,0,2422.571461,55.98499998,1
731.8823914,-0.03647317,29.28878827,0,2526.144281,31.93003465,2
731.9323914,-0.013860002,29.21787701,0,2520.904109,-23,2
731.9823914,0.03977439,29.16821812,0,2483.793722,-23.09832635,2
732.0323914,0.006675925,29.12454865,0,2422.289087,-23,2
732.0823914,0.006013416,29.12100199,0,2372.538838,-23.21127449,2
732.1323914,-0.014064418,29.07151249,0,2327.09486,-23.00695972,2
732.1823914,-0.014157927,29.0353719,0,2278.023285,-23,2
732.2323914,-0.037195121,28.99581932,0,2223.801948,-23,2
732.2823914,-0.007231288,28.95472497,0,2184.472171,-23,2
732.3323914,-0.006971951,28.91882069,0,2129.685284,-19,2
732.3823914,-0.005146341,28.88139323,0,2079.246188,-19,2
732.4323914,-0.014519513,28.80695642,0,2033.617757,-7.018613181,2
732.4823914,-0.033618904,28.740453,0,2057.578345,-8,2
732.5323914,-0.024937424,28.71661951,0,2084.97677,-8,1
732.5823914,0.014235366,28.67795798,0,2102.028795,3.207499954,1
732.6323914,0.008507273,28.6358484,0,2109.959206,25.72101159,1
732.6823914,-0.01584878,28.60673356,0,2174.948927,51.45341864,1
732.7323914,-0.003762195,28.56017236,0,2223.661185,50.9931818,1
732.7823914,-0.006779878,28.55252452,0,2304.591882,50.89184393,1
732.8323914,-0.019234356,28.5439888,0,2402.32887,61,1
732.8823914,0.019908537,28.50941413,0,2497.026596,59,1
732.9323914,-0.007402409,28.49037099,0,2598.466279,59.43745174,1
732.9823914,-0.003594512,28.43928557,0,2697.787233,60,1
733.0323914,-0.005210976,28.39529619,0,2790.69037,61,1
733.0823914,-0.016574233,28.33486042,0,2897.857678,61,1
733.1323914,-0.022511585,28.29341415,0,2998.979545,61,1
733.1823914,-0.039899385,28.24799702,0,3092.403213,61,1
733.2323914,0.005527439,28.21256727,0,3194.657407,61,1
733.2823914,0.010066868,28.19552974,0,3295.490476,61,1
733.3323914,-0.014441464,28.14271249,0,3382.100711,37.19962535,1
733.3823914,-0.008230303,28.10195083,0,3457.315094,19.19202891,1
733.4323914,-0.005920732,28.08386156,0,3498.338084,2.442574199,1
733.4823914,-0.038091465,28.04832459,0,3518.143182,-2,1
733.5323914,0.001229448,28.0095686,0,3520.595985,-14,1
733.5823914,0.009203658,28.01463604,0,3509.265138,-14,1
733.6323914,0.001728048,28.01508499,0,3489.450664,-15,1
733.6823914,-0.002254878,28.02723586,0,3469.176429,-16,1
733.7323914,0.007289634,28.00504096,0,3445.283333,-17,1.424932969
733.7823914,0.002046012,27.98191067,0,3421.982692,-18.4282051,2
733.8323914,0.007028049,27.95255304,0,3370.443446,-25.62904412,2
733.8823914,-0.010909756,27.93606003,0,3317.653791,-25,2
733.9323914,-0.040425609,27.88333908,0,3294.622152,-25,2
733.9823914,-0.060621952,27.76729565,0,3285.555451,-25,2
734.0323914,-0.051024848,27.62620789,0,3277.121429,-25,2
734.0823914,-0.053765644,27.54767814,0,3259.234091,-25,2
734.1323914,-0.003239634,27.51302462,0,3215.377528,-24,2
734.1823914,-0.011553049,27.47596908,0,3163.559414,-24,2
734.2323914,-0.000838415,27.43008682,0,3121.086957,-24,2
734.2823914,-0.018373169,27.36559261,0,3081.116791,-23.36520145,2
734.3323914,-0.023187195,27.33358607,0,3033.787967,-24,2
734.3823914,-0.013251829,27.29339928,0,2994.186546,-23.9310484,2.40611249
734.4323914,-0.013157928,27.25267008,0,2946.80203,-23,3
734.4823914,-0.014920245,27.20123343,0,2912.082964,-23.21460177,3
734.5323914,-0.003843902,27.21042409,0,2876.011806,-23.98745247,3
734.5823914,-0.008445732,27.19565276,0,2824.386206,-23.63406593,3
734.6323914,-0.020679879,27.13563998,0,2776.870212,-24,3
734.6823914,-0.02555951,27.0799459,0,2735.511991,-23,3
734.7323914,-0.010975609,27.05168663,0,2695.158845,-27.416955,3
734.7823914,-0.008403659,27.00831632,0,2642.666151,-27,3
734.8323914,-0.005,26.99753726,0,2597.503125,-27.02508836,3
734.8823914,-0.017999999,26.96366651,0,2540.916232,-28,3
734.9323914,-0.007550307,26.90400972,0,2492.007693,-28,3
734.9823914,-0.021993902,26.86670309,0,2447.896169,-28,3
735.0323914,-0.016000001,26.82425005,0,2397.191187,-28,3
735.0823914,-0.017021341,26.75599118,0,2349.055043,-28,3
735.1323914,-0.005078528,26.72333017,0,2306.432557,-28,3
735.1823914,-0.021726829,26.67094419,0,2251.336502,-28,3
735.2323914,-0.018820122,26.63662746,0,2196.75,-28,3
735.2823914,-0.003892683,26.62101327,0,2155.216438,-28.07824265,3
735.3323914,-0.011948171,26.59983595,0,2099.598227,-29,3
735.3823914,-0.015843903,26.54380891,0,2048.996,-29,3
735.4323914,-0.018771951,26.47692583,0,2005.857242,-29,3
735.4823914,-0.010601227,26.3991583,0,1948.068609,-29,3
735.5323914,-0.02650061,26.36284967,0,1895.352027,-29,3
735.5823914,-0.023958536,26.31226044,0,1852.356086,-30,3
735.6323914,-0.024285455,26.24262272,0,1806.529329,-30,3
735.6823914,-0.032366668,26.19271527,0,1765.429767,-30,3
735.7323914,-0.022710366,26.11471563,0,1740.728261,-31,3
735.7823914,-0.063677777,26.03128552,0,1727.897253,-31,3
735.8323914,-0.059487195,25.9153589,0,1729.117431,-31,3
735.8823914,-0.094226217,25.79904799,0,1745.775428,-31.12088352,3
735.9323914,-0.074872564,25.66065726,0,1776.116045,-32,3
735.9823914,-0.071592593,25.50840383,0,1808.252263,-32,3
736.0323914,-0.054608536,25.35894885,0,1835.09093,-32,3
736.0823914,-0.049338891,25.23076739,0,1857.188951,-32,3
736.1323914,-0.027778659,25.18263956,0,1845.718143,-32,3
736.1823914,-0.022027439,25.11509433,0,1817.600633,-32,3
736.2323914,-0.043033537,25.06789285,0,1786.127679,-32,3
736.2823914,-0.054789026,24.92801655,0,1772.808478,-32,3
736.3323914,-0.065438413,24.7768413,0,1779.023572,-32,3
736.3823914,-0.064837805,24.64403512,0,1793.106,-32,3
736.4323914,-0.048210367,24.52567016,0,1795.416239,-32,3
736.4823914,-0.027769697,24.43778895,0,1784.234978,-32,3
736.5323914,-0.032008536,24.40476287,0,1754.572043,-32,3
736.5823914,-0.030063414,24.33273277,0,1723.798254,-32,3
736.6323914,-0.03023497,24.24429597,0,1694.938604,-32,3
736.6823914,-0.015589634,24.13230422,0,1660.115601,-32,3
736.7323914,-0.028776074,24.04960281,0,1616.106651,-32,3
736.7823914,-0.012947561,24.01871829,0,1565.013138,-33,3
736.8323914,-0.015935583,23.94823188,0,1509.983026,-33,3
736.8823914,-0.026790854,23.92320829,0,1457.313559,-33,3
736.9323914,-0.031935975,23.88010154,0,1415.167727,-33.98659421,3
736.9823914,-0.027195123,23.82882272,0,1373.540909,-34,3
737.0323914,-0.041282822,23.74338877,0,1342.301923,-34,3
737.0823914,-0.052699397,23.66099469,0,1320.350676,-34,3
737.1323914,-0.056213497,23.57092175,0,1296.472368,-34,3
737.1823914,-0.028000001,23.47148197,0,1276.481743,-34,3
737.2323914,-0.046740853,23.37513621,0,1259.864583,-34,3
737.2823914,-0.049272563,23.29434408,0,1242.047753,-34.37885304,3
737.3323914,-0.037070553,23.22038752,0,1227.483636,-35,3
737.3823914,-0.063096317,23.0954945,0,1216.115106,-35,3
737.4323914,-0.060087804,22.98742992,0,1204.954947,-35,3
737.4823914,-0.061269938,22.86739194,0,1195.132609,-35,3
737.5323914,-0.04792,22.74748345,0,1187.422273,-35,3
737.5823914,-0.055721949,22.62728635,0,1179.094565,-35,3
737.6323914,-0.066426829,22.49483864,0,1171.655365,-35,3
737.6823914,-0.067576219,22.37060451,0,1163.368468,-35,3
737.7323914,-0.042682926,22.25992102,0,1151.183453,-35,3
737.7823914,-0.042267073,22.15517686,0,1133.146347,-35,3
737.8323914,-0.055414025,22.07385602,0,1114.024176,-35,3
737.8823914,-0.041545121,21.99759585,0,1093.790288,-35.38551238,3
737.9323914,-0.04515122,21.91357834,0,1077.080222,-35.23691586,3
737.9823914,-0.032343559,21.79561634,0,1066.428082,-35.98398578,3
738.0323914,-0.039253657,21.66804759,0,1055.386511,-36,3
738.0823914,-0.036676364,21.60480054,0,1049.987156,-36,3
738.1323914,-0.045939026,21.50007819,0,1044.99486,-36,3
738.1823914,-0.026127439,21.42369765,0,1041.434398,-36,3
738.2323914,-0.027599398,21.40065705,0,1022.275,-36,3
738.2823914,0.000192683,21.33825481,0,985.8947245,-18.07436973,3
738.3323914,-0.027383536,21.26121539,0,977.3866548,-16.55799257,3
738.3823914,-0.014606748,21.19297691,0,990.4983798,-8.774999976,3
738.4323914,-0.012778049,21.14713349,0,1001.018396,-7,3
738.4823914,-0.008393293,21.11447023,0,1011.45625,-7.396126765,3
738.5323914,-0.022972561,21.08486353,0,1025.559459,-12.76523811,3
738.5823914,-0.009420122,21.06801285,0,1029.504439,-17,3
738.6323914,-0.004157317,21.02833926,0,1027.612406,-18,3
738.6823914,-0.013154878,20.99143168,0,1022.071127,-17.47227722,3
738.7323914,-0.012240854,20.93348738,0,1011.518051,-15.07266434,3
738.7823914,-0.016067683,20.90383667,0,998.3801785,-12.60530035,3
738.8323914,0.006343903,20.88659904,0,991.7221739,-12.75180182,3
738.8823914,-0.020398171,20.83245423,0,986.4949541,-12.92815127,3
738.9323914,-0.013768902,20.79865353,0,982.3747312,-14,3
738.9823914,-0.011762195,20.7623675,0,976.5899532,-13.58849556,3
739.0323914,-0.003866667,20.70531343,0,973.0011029,-11,3
739.0823914,-0.010617683,20.66670664,0,967.2965455,-12,3
739.1323914,-0.007227439,20.6453814,0,962.1066514,-13,3
739.1823914,-0.006827879,20.59138754,0,956.4882353,-11,3
739.2323914,-0.008594512,20.54836326,0,951.9666065,-12,3
739.2823914,-0.016403068,20.50478942,0,944.4706421,-11,3
739.3323914,-0.013598171,20.4665552,0,939.4662844,-9.011111112,3
739.3823914,-0.012581707,20.41607071,0,932.905,-10,3
739.4323914,-0.007851219,20.3682189,0,929.2630137,-9.497115431,3
739.4823914,-0.00760061,20.32920533,0,927.5034404,-8.147058793,3
739.5323914,-0.00823681,20.32271644,0,925.8845744,-12,2.593882981
739.5823914,-0.007017683,20.28626338,0,916.6118942,-9.274883733,2
739.6323914,-0.019404295,20.25246228,0,911.5053704,-8,2
739.6823914,-0.008416463,20.20000196,0,912.2976364,-8.196515631,2
739.7323914,-0.000797546,20.1281864,0,910.5,-2.750000052,2
739.7823914,-0.009846626,20.09009499,0,912.1884616,-0.889641421,2
739.8323914,-0.005343903,20.06276428,0,918.1946691,2.808730124,2
739.8823914,-0.011044512,20.03208965,0,928.6590277,7.766341462,2
739.9323914,-0.00792439,19.99992296,0,944.1021029,11.97849059,2
739.9823914,-0.014840491,19.97653401,0,972.0317028,12.61149826,2
740.0323914,-0.008067073,19.93691993,0,1001.472845,11,2
740.0823914,-0.009570732,19.90911195,0,1023.145,10,2
740.1323914,1.52E-05,19.88024966,0,1055.070144,10,2
740.1823914,-0.017201841,19.85606451,0,1085.087324,9.236138609,2
740.2323914,-0.004195122,19.82858912,0.618086168,1107.568808,9,2
740.2823914,-0.009674691,19.8039367,5.07072921,1134.738168,3.47007292,2
740.3323914,-0.011417073,19.76728926,14.47031243,1150.983486,9,2
740.3823914,-0.010457926,19.71385798,19.55239616,1170.958696,19.06000002,2
740.4323914,0.003704878,19.66431243,19.67609809,1208.460189,25.39146343,2
740.4823914,-0.008506135,19.64300463,19.546875,1267.244159,29,2
740.5323914,0.004504268,19.61985439,19.39453125,1321.488868,35.93805968,2
740.5823914,-0.000621341,19.6083516,18.58603624,1379.911032,42.55494881,2
740.6323914,0.014239877,19.62295499,13.25954748,1424.504894,46.73289475,2
740.6823914,0.017106666,19.64729826,0.915607877,1467.171548,36.77019609,2
740.7323914,0.037237806,19.67685005,0,1517.508242,37.00877194,2
740.7823914,0.041918291,19.73424277,0,1515.962329,25.97004831,2
740.8323914,0.047739262,19.77870394,0,1513.497926,16.02563179,2
740.8823914,0.025681097,19.79935486,0,1508.131985,12.26879428,2
740.9323914,0.020820731,19.835894,0,1501.489167,8.471551726,2
740.9823914,-0.001783537,19.83987303,0,1496.388771,6.765873024,2
741.0323914,0.014195062,19.8554988,0,1491.628517,3,2
741.0823914,-0.003598171,19.85718133,0,1490.632128,-0.478923711,2
741.1323914,-0.001293976,19.83284717,0,1488.4925,-2,2
741.1823914,0.009250909,19.7918375,0,1483.5,-3,2
741.2323914,-0.002402439,19.75295701,0,1479.093487,-3,2
741.2823914,-0.000945122,19.72947383,0,1474.995291,-4,2
741.3323914,-0.007770122,19.69113654,0,1469.383213,-4,2
741.3823914,-0.004081098,19.7085244,0,1464.109155,-4,2
741.4323914,-0.000504908,19.70215327,0,1460.997897,-4,2
741.4823914,0.001674846,19.67681639,0,1457.098901,-4.398245613,2
741.5323914,-0.024744511,19.63465736,0,1451.870625,-5,2
741.5823914,-0.000704878,19.57726735,0,1447.000553,-5,2
741.6323914,1.04E-05,19.57357597,0,1443.5,-5,2
741.6823914,0.012161963,19.57058363,0,1439.742437,-5,2
741.7323914,0.006304878,19.5731839,0,1437,-5,2
741.7823914,-0.006823457,19.56679476,0,1434.309206,-5,2
741.8323914,-0.000416564,19.54283022,0,1427.850425,-5,2
741.8823914,0.001872727,19.52841404,0,1420.487778,-5,2
741.9323914,-0.003051829,19.47557592,0,1413.081655,-5,2
741.9823914,-0.008960123,19.43320839,0,1407.63914,-5,2
742.0323914,-0.000110366,19.40361702,0,1400.518333,-5,2
742.0823914,-0.01322037,19.3753534,0.78112356,1397.449081,-5,2
742.1323914,-0.007763191,19.37182951,5.201262487,1392.748548,-5,2
742.1823914,-0.002880981,19.33487106,11.21667947,1389.178571,-5,2
742.2323914,-0.004405488,19.29655637,16.25254147,1384.5,-3.614695345,2
742.2823914,-0.018033537,19.29898043,19.6953125,1389.653798,-0.517299568,2
742.3323914,-0.011787117,19.28544028,19.6953125,1398.536818,5.949823279,2
742.3823914,-0.001581707,19.27171881,19.6953125,1420.316429,13.7678082,2
742.4323914,0.009810429,19.2160347,19.6953125,1445.001931,18.69200031,2
742.4823914,0.03646988,19.20707368,19.6953125,1464.703704,30.07692302,2
742.5323914,0.035778527,19.26828735,19.6953125,1475.905495,35.38519855,2
742.5823914,0.063590245,19.33668962,19.6953125,1481.784632,38.86575347,2
742.6323914,0.066792072,19.40771331,19.6953125,1482.502558,44.9713768,2
742.6823914,0.082999997,19.51263237,19.6953125,1491.923118,50.09893624,2
742.7323914,0.077237803,19.64275193,19.546875,1489.137277,55.7036199,2
742.7823914,0.080314112,19.76063754,19.6953125,1481.336481,59.90443549,2
742.8323914,0.087260368,19.87870581,19.546875,1468.230943,59.38369565,2
742.8823914,0.082061966,20.02156028,19.55146306,1457.00622,61,2
742.9323914,0.079999998,20.14875887,19.69144413,1456.990037,61,2
742.9823914,0.073064024,20.26232523,19.6953125,1467.162921,62.38530466,2
743.0323914,0.076872122,20.35825101,19.69012175,1483.937391,63.74748859,2
743.0823914,0.068968294,20.51145547,19.56197177,1495.044805,63,2
743.1323914,0.097923781,20.6319736,19.6953125,1500.915536,62.62992956,2
743.1823914,0.079207317,20.74881923,19.55250848,1499.149775,62,2
743.2323914,0.075112805,20.85515455,19.6913365,1501.993446,62.03776978,2
743.2823914,0.073373173,20.94529691,19.56348988,1513.101163,62,2
743.3323914,0.072234355,21.07976505,19.6953125,1524.952863,62,2
743.3823914,0.07543313,21.19489085,19.56417904,1533.778724,62,2
743.4323914,0.080809262,21.26418022,19.68882391,1540.416545,62,2
743.4823914,0.076487806,21.36917821,19.55350168,1547.469484,61,2
743.5323914,0.071790797,21.48345527,19.6953125,1554.486775,61,2
743.5823914,0.070345398,21.60904194,19.56505264,1561.708736,61,2
743.6323914,0.074709814,21.72515287,19.69153242,1570.395625,61,2
743.6823914,0.075952147,21.82743812,19.6953125,1578.514444,61,2
743.7323914,0.075883435,21.92393739,19.6953125,1584.893636,61,2
743.7823914,0.075600003,22.0115899,19.6953125,1593.228767,61,2
743.8323914,0.075295121,22.10309123,19.6953125,1600.499618,60,2
743.8823914,0.074258536,22.20938726,19.6953125,1606.715038,60,2
743.9323914,0.069577438,22.33524914,19.6953125,1615.108958,60,2
743.9823914,0.083999999,22.46480788,19.546875,1622.483395,60,2
744.0323914,0.081094514,22.57243837,19.56589104,1630.228462,60,2
744.0823914,0.069840244,22.68385033,19.6953125,1636.778667,59,2
744.1323914,0.071000002,22.75154347,19.55420637,1643.500897,59.97509023,2
744.1823914,0.070004878,22.83611451,19.546875,1648.939091,59.62482518,2
744.2323914,0.057506098,22.92501784,19.6953125,1655.81969,59,2
744.2823914,0.066128047,23.01885469,19.55100314,1663.488068,59,2
744.3323914,0.071993291,23.10597083,19.546875,1675.099434,59,2
744.3823914,0.073058283,23.22054931,19.546875,1678.932427,59,2
744.4323914,0.067254878,23.30954335,19.546875,1681.505582,58,2
744.4823914,0.055656443,23.37143219,19.6953125,1690.25089,58,2
744.5323914,0.057507317,23.44270812,19.6953125,1699.964807,58,2
744.5823914,0.055340491,23.55643189,19.56301657,1708.557543,58,2
744.6323914,0.070741464,23.662933,19.546875,1715.199446,58,2
744.6823914,0.071799387,23.76572002,19.69142054,1720.234649,58,2
744.7323914,0.070444788,23.85042657,19.6953125,1724.5,58,2
744.7823914,0.069338652,23.92333611,19.68544478,1730.117582,58,2
744.8323914,0.059585975,24.00632966,19.546875,1738.818033,58,2
744.8823914,0.057,24.11154208,19.56163719,1746.618831,57.91195219,2
744.9323914,0.075683332,24.21558515,19.55069704,1754.805914,57,2
744.9823914,0.070231707,24.31743147,19.546875,1760.612559,57,2
745.0323914,0.072587193,24.41454222,19.55989438,1766,57,2
745.0823914,0.069263415,24.46004678,19.67917093,1768.183459,57,2
745.1323914,0.05327317,24.5607371,19.546875,1777.428455,57,2
745.1823914,0.062893902,24.64778362,19.55234376,1785.493633,56.03129497,2
745.2323914,0.054134146,24.72625809,19.68139648,1794.038534,56,2
745.2823914,0.068712806,24.81771779,19.551129,1799.739545,56,2
745.3323914,0.050356096,24.9022884,19.546875,1805.94043,55,2
745.3823914,0.059984755,25.00899464,19.6790087,1811.66749,55.3349091,2
745.4323914,0.066829881,25.12062163,19.546875,1817.313462,55,2
745.4823914,0.063996951,25.20486408,19.56122669,1822.629828,55.99423075,2
745.5323914,0.067816462,25.29530795,19.56128724,1832.695336,55,2
745.5823914,0.076360977,25.40701005,19.56020922,1839.280208,55,2
745.6323914,0.051792073,25.50081213,19.56007856,1845.552371,55,2
